season,gameweek,home_team,home_score,away_team,away_score
2018-19,1,Kante Kepa Clean Sheet,90.75,The Cobras,118.75
2018-19,1,Pun on a Footballers Name,140.25,Team Beige,92.0
2018-19,1,Rainham Steel Select XI,124.75,AFC Pleasures,88.0
2018-19,1,THE MIKES TINY PENISES,141.0,#WinOrLose,100.75
2018-19,2,#WinOrLose,108.75,The Cobras,121.0
2018-19,2,AFC Pleasures,176.0,Kante Kepa Clean Sheet,52.25
2018-19,2,Pun on a Footballers Name,85.25,THE MIKES TINY PENISES,153.75
2018-19,2,Team Beige,101.75,Rainham Steel Select XI,104.0
2018-19,3,#WinOrLose,101.75,AFC Pleasures,134.0
2018-19,3,Kante Kepa Clean Sheet,111.25,Rainham Steel Select XI,74.5
2018-19,3,THE MIKES TINY PENISES,76.0,Team Beige,90.25
2018-19,3,The Cobras,96.75,Pun on a Footballers Name,131.0
2018-19,4,Pun on a Footballers Name,106.0,AFC Pleasures,49.0
2018-19,4,Rainham Steel Select XI,79.5,#WinOrLose,122.75
2018-19,4,THE MIKES TINY PENISES,118.75,The Cobras,62.0
2018-19,4,Team Beige,98.5,Kante Kepa Clean Sheet,120.25
2018-19,5,#WinOrLose,151.0,Kante Kepa Clean Sheet,88.75
2018-19,5,AFC Pleasures,95.0,THE MIKES TINY PENISES,71.0
2018-19,5,Pun on a Footballers Name,83.75,Rainham Steel Select XI,84.25
2018-19,5,The Cobras,67.0,Team Beige,156.0
2018-19,6,Kante Kepa Clean Sheet,119.75,Pun on a Footballers Name,102.25
2018-19,6,THE MIKES TINY PENISES,101.5,Rainham Steel Select XI,107.75
2018-19,6,Team Beige,118.25,#WinOrLose,113.25
2018-19,6,The Cobras,70.25,AFC Pleasures,108.25
2018-19,7,AFC Pleasures,101.0,Team Beige,112.75
2018-19,7,Pun on a Footballers Name,67.5,#WinOrLose,116.75
2018-19,7,Rainham Steel Select XI,107.25,The Cobras,131.25
2018-19,7,THE MIKES TINY PENISES,120.75,Kante Kepa Clean Sheet,55.0
2018-19,8,#WinOrLose,101.5,THE MIKES TINY PENISES,107.0
2018-19,8,AFC Pleasures,93.25,Rainham Steel Select XI,94.75
2018-19,8,Team Beige,64.5,Pun on a Footballers Name,95.0
2018-19,8,The Cobras,89.0,Kante Kepa Clean Sheet,122.25
2018-19,9,Kante Kepa Clean Sheet,122.0,AFC Pleasures,122.75
2018-19,9,Rainham Steel Select XI,99.5,Team Beige,53.25
2018-19,9,THE MIKES TINY PENISES,69.25,Pun on a Footballers Name,87.0
2018-19,9,The Cobras,90.0,#WinOrLose,106.75
2018-19,10,AFC Pleasures,113.5,#WinOrLose,110.0
2018-19,10,Pun on a Footballers Name,117.0,The Cobras,78.75
2018-19,10,Rainham Steel Select XI,96.25,Kante Kepa Clean Sheet,111.75
2018-19,10,Team Beige,78.75,THE MIKES TINY PENISES,85.5
2018-19,11,#WinOrLose,98.25,Rainham Steel Select XI,103.5
2018-19,11,AFC Pleasures,94.5,Pun on a Footballers Name,74.25
2018-19,11,Kante Kepa Clean Sheet,51.75,Team Beige,134.0
2018-19,11,The Cobras,78.75,THE MIKES TINY PENISES,154.0
2018-19,12,Kante Kepa Clean Sheet,85.5,#WinOrLose,98.25
2018-19,12,Rainham Steel Select XI,79.5,Pun on a Footballers Name,74.25
2018-19,12,THE MIKES TINY PENISES,86.0,AFC Pleasures,128.5
2018-19,12,Team Beige,110.5,The Cobras,92.25
2018-19,13,#WinOrLose,86.5,Team Beige,97.5
2018-19,13,AFC Pleasures,114.5,The Cobras,116.0
2018-19,13,Pun on a Footballers Name,123.5,Kante Kepa Clean Sheet,105.75
2018-19,13,Rainham Steel Select XI,107.5,THE MIKES TINY PENISES,69.25
2018-19,14,#WinOrLose,107.0,Pun on a Footballers Name,99.5
2018-19,14,Kante Kepa Clean Sheet,158.0,THE MIKES TINY PENISES,111.5
2018-19,14,Team Beige,72.75,AFC Pleasures,108.75
2018-19,14,The Cobras,63.5,Rainham Steel Select XI,96.0
2018-19,15,Kante Kepa Clean Sheet,107.75,The Cobras,96.0
2018-19,15,Pun on a Footballers Name,159.75,Team Beige,48.5
2018-19,15,Rainham Steel Select XI,115.5,AFC Pleasures,64.25
2018-19,15,THE MIKES TINY PENISES,127.75,#WinOrLose,63.25
2018-19,16,#WinOrLose,80.75,The Cobras,82.5
2018-19,16,AFC Pleasures,129.5,Kante Kepa Clean Sheet,151.25
2018-19,16,Pun on a Footballers Name,44.0,THE MIKES TINY PENISES,140.75
2018-19,16,Team Beige,87.25,Rainham Steel Select XI,92.75
2018-19,17,#WinOrLose,74.25,AFC Pleasures,71.25
2018-19,17,Kante Kepa Clean Sheet,83.5,Rainham Steel Select XI,113.25
2018-19,17,THE MIKES TINY PENISES,71.25,Team Beige,54.5
2018-19,17,The Cobras,82.25,Pun on a Footballers Name,113.5
2018-19,18,Pun on a Footballers Name,100.5,AFC Pleasures,124.0
2018-19,18,Rainham Steel Select XI,95.5,#WinOrLose,91.0
2018-19,18,THE MIKES TINY PENISES,85.25,The Cobras,115.5
2018-19,18,Team Beige,48.5,Kante Kepa Clean Sheet,111.0
2018-19,19,#WinOrLose,67.0,Kante Kepa Clean Sheet,156.25
2018-19,19,AFC Pleasures,161.5,THE MIKES TINY PENISES,55.75
2018-19,19,Pun on a Footballers Name,143.75,Rainham Steel Select XI,133.0
2018-19,19,The Cobras,123.25,Team Beige,86.25
2018-19,20,Kante Kepa Clean Sheet,101.5,Pun on a Footballers Name,45.75
2018-19,20,THE MIKES TINY PENISES,106.0,Rainham Steel Select XI,111.5
2018-19,20,Team Beige,97.5,#WinOrLose,28.5
2018-19,20,The Cobras,73.75,AFC Pleasures,101.25
2018-19,21,AFC Pleasures,117.0,Team Beige,115.75
2018-19,21,Pun on a Footballers Name,107.5,#WinOrLose,77.75
2018-19,21,Rainham Steel Select XI,110.0,The Cobras,116.5
2018-19,21,THE MIKES TINY PENISES,42.0,Kante Kepa Clean Sheet,127.75
2018-19,22,#WinOrLose,107.25,THE MIKES TINY PENISES,91.75
2018-19,22,AFC Pleasures,92.5,Rainham Steel Select XI,110.5
2018-19,22,Team Beige,130.75,Pun on a Footballers Name,101.0
2018-19,22,The Cobras,97.5,Kante Kepa Clean Sheet,94.75
2018-19,23,Kante Kepa Clean Sheet,60.25,AFC Pleasures,95.0
2018-19,23,Rainham Steel Select XI,103.0,Team Beige,83.75
2018-19,23,THE MIKES TINY PENISES,91.75,Pun on a Footballers Name,70.0
2018-19,23,The Cobras,99.75,#WinOrLose,109.5
2018-19,24,AFC Pleasures,77.5,#WinOrLose,53.5
2018-19,24,Pun on a Footballers Name,93.0,The Cobras,67.75
2018-19,24,Rainham Steel Select XI,113.25,Kante Kepa Clean Sheet,48.0
2018-19,24,Team Beige,84.5,THE MIKES TINY PENISES,132.5
2018-19,25,#WinOrLose,137.75,Rainham Steel Select XI,116.0
2018-19,25,AFC Pleasures,85.0,Pun on a Footballers Name,114.25
2018-19,25,Kante Kepa Clean Sheet,125.25,Team Beige,138.75
2018-19,25,The Cobras,101.75,THE MIKES TINY PENISES,128.75
2018-19,26,Kante Kepa Clean Sheet,88.75,#WinOrLose,143.0
2018-19,26,Rainham Steel Select XI,152.5,Pun on a Footballers Name,116.5
2018-19,26,THE MIKES TINY PENISES,113.0,AFC Pleasures,115.25
2018-19,26,Team Beige,182.75,The Cobras,102.25
2018-19,27,#WinOrLose,134.25,Team Beige,41.0
2018-19,27,AFC Pleasures,81.25,The Cobras,145.25
2018-19,27,Pun on a Footballers Name,98.5,Kante Kepa Clean Sheet,63.0
2018-19,27,Rainham Steel Select XI,71.5,THE MIKES TINY PENISES,103.75
2018-19,28,#WinOrLose,118.0,Pun on a Footballers Name,141.0
2018-19,28,Kante Kepa Clean Sheet,106.25,THE MIKES TINY PENISES,91.5
2018-19,28,Team Beige,86.0,AFC Pleasures,152.25
2018-19,28,The Cobras,48.25,Rainham Steel Select XI,153.25
2018-19,29,Kante Kepa Clean Sheet,81.75,The Cobras,62.5
2018-19,29,Pun on a Footballers Name,95.0,Team Beige,85.75
2018-19,29,Rainham Steel Select XI,98.25,AFC Pleasures,118.5
2018-19,29,THE MIKES TINY PENISES,103.5,#WinOrLose,97.75
2018-19,30,#WinOrLose,56.25,The Cobras,69.5
2018-19,30,AFC Pleasures,76.0,Kante Kepa Clean Sheet,86.75
2018-19,30,Pun on a Footballers Name,70.5,THE MIKES TINY PENISES,107.75
2018-19,30,Team Beige,98.5,Rainham Steel Select XI,106.0
2018-19,31,#WinOrLose,46.75,AFC Pleasures,59.75
2018-19,31,Kante Kepa Clean Sheet,84.0,Rainham Steel Select XI,84.5
2018-19,31,THE MIKES TINY PENISES,89.5,Team Beige,61.0
2018-19,31,The Cobras,43.0,Pun on a Footballers Name,32.0
2018-19,32,Pun on a Footballers Name,115.0,AFC Pleasures,125.75
2018-19,32,Rainham Steel Select XI,88.75,#WinOrLose,110.0
2018-19,32,THE MIKES TINY PENISES,100.0,The Cobras,67.75
2018-19,32,Team Beige,119.75,Kante Kepa Clean Sheet,116.5
2018-19,33,#WinOrLose,145.0,Kante Kepa Clean Sheet,139.0
2018-19,33,AFC Pleasures,110.25,THE MIKES TINY PENISES,102.5
2018-19,33,Pun on a Footballers Name,114.0,Rainham Steel Select XI,175.75
2018-19,33,The Cobras,97.75,Team Beige,81.5
2018-19,34,Kante Kepa Clean Sheet,110.75,Pun on a Footballers Name,111.5
2018-19,34,THE MIKES TINY PENISES,43.25,Rainham Steel Select XI,151.5
2018-19,34,Team Beige,125.75,#WinOrLose,96.75
2018-19,34,The Cobras,105.5,AFC Pleasures,156.5
2018-19,35,AFC Pleasures,99.75,Team Beige,142.0
2018-19,35,Pun on a Footballers Name,81.75,#WinOrLose,118.25
2018-19,35,Rainham Steel Select XI,155.0,The Cobras,150.5
2018-19,35,THE MIKES TINY PENISES,127.75,Kante Kepa Clean Sheet,105.25
2018-19,36,#WinOrLose,191.75,THE MIKES TINY PENISES,165.25
2018-19,36,AFC Pleasures,108.25,Rainham Steel Select XI,224.5
2018-19,36,Team Beige,156.25,Pun on a Footballers Name,189.0
2018-19,36,The Cobras,137.0,Kante Kepa Clean Sheet,93.25
2018-19,37,Kante Kepa Clean Sheet,95.25,AFC Pleasures,131.75
2018-19,37,Rainham Steel Select XI,98.75,Team Beige,127.5
2018-19,37,THE MIKES TINY PENISES,90.5,Pun on a Footballers Name,73.25
2018-19,37,The Cobras,120.5,#WinOrLose,48.5
2018-19,38,AFC Pleasures,149.25,#WinOrLose,85.5
2018-19,38,Pun on a Footballers Name,115.5,The Cobras,117.75
2018-19,38,Rainham Steel Select XI,71.5,Kante Kepa Clean Sheet,171.25
2018-19,38,Team Beige,123.25,THE MIKES TINY PENISES,98.75
2019-20,1,#WinOrLose,144.5,Rainham Steel Select XI,104.25
2019-20,1,AFC Pleasures,126.5,Kante Kepa Clean Sheet,134.75
2019-20,1,Pun on a Footballers Name,125.5,THE MIKES TINY PENISES,68.5
2019-20,1,The Cobras,114.25,Kane and Owl Albion,90.75
2019-20,1,UFOE FC,65.25,Team Beige,56.75
2019-20,2,Kane and Owl Albion,97.25,THE MIKES TINY PENISES,160.5
2019-20,2,Kante Kepa Clean Sheet,48.75,The Cobras,153.5
2019-20,2,Rainham Steel Select XI,92.0,Pun on a Footballers Name,64.0
2019-20,2,Team Beige,67.75,AFC Pleasures,81.0
2019-20,2,UFOE FC,66.25,#WinOrLose,88.0
2019-20,3,#WinOrLose,97.25,Team Beige,63.25
2019-20,3,Kane and Owl Albion,92.0,Rainham Steel Select XI,96.5
2019-20,3,Pun on a Footballers Name,104.25,UFOE FC,75.25
2019-20,3,THE MIKES TINY PENISES,118.75,Kante Kepa Clean Sheet,39.25
2019-20,3,The Cobras,90.75,AFC Pleasures,87.25
2019-20,4,#WinOrLose,110.25,Pun on a Footballers Name,149.25
2019-20,4,AFC Pleasures,122.75,THE MIKES TINY PENISES,154.0
2019-20,4,Kante Kepa Clean Sheet,94.5,Rainham Steel Select XI,86.5
2019-20,4,Team Beige,68.25,The Cobras,60.5
2019-20,4,UFOE FC,108.5,Kane and Owl Albion,80.75
2019-20,5,Kane and Owl Albion,108.25,#WinOrLose,115.0
2019-20,5,Kante Kepa Clean Sheet,71.75,UFOE FC,30.25
2019-20,5,Pun on a Footballers Name,103.0,Team Beige,80.75
2019-20,5,Rainham Steel Select XI,134.0,AFC Pleasures,109.5
2019-20,5,THE MIKES TINY PENISES,109.75,The Cobras,126.75
2019-20,6,#WinOrLose,109.75,Kante Kepa Clean Sheet,74.0
2019-20,6,AFC Pleasures,144.0,UFOE FC,103.25
2019-20,6,Pun on a Footballers Name,117.25,Kane and Owl Albion,66.25
2019-20,6,Team Beige,68.0,THE MIKES TINY PENISES,118.5
2019-20,6,The Cobras,48.0,Rainham Steel Select XI,83.0
2019-20,7,AFC Pleasures,92.25,#WinOrLose,95.25
2019-20,7,Kane and Owl Albion,81.75,Team Beige,91.5
2019-20,7,Kante Kepa Clean Sheet,120.5,Pun on a Footballers Name,88.0
2019-20,7,Rainham Steel Select XI,133.5,THE MIKES TINY PENISES,124.5
2019-20,7,UFOE FC,86.75,The Cobras,73.75
2019-20,8,Kane and Owl Albion,79.0,Kante Kepa Clean Sheet,42.5
2019-20,8,Pun on a Footballers Name,59.75,AFC Pleasures,102.25
2019-20,8,THE MIKES TINY PENISES,61.25,UFOE FC,104.25
2019-20,8,Team Beige,131.75,Rainham Steel Select XI,92.5
2019-20,8,The Cobras,93.25,#WinOrLose,49.25
2019-20,9,#WinOrLose,163.5,THE MIKES TINY PENISES,115.0
2019-20,9,AFC Pleasures,91.5,Kane and Owl Albion,70.75
2019-20,9,Kante Kepa Clean Sheet,66.5,Team Beige,91.25
2019-20,9,The Cobras,47.25,Pun on a Footballers Name,97.25
2019-20,9,UFOE FC,79.0,Rainham Steel Select XI,156.75
2019-20,10,Kane and Owl Albion,81.0,The Cobras,104.5
2019-20,10,Kante Kepa Clean Sheet,121.75,AFC Pleasures,74.0
2019-20,10,Rainham Steel Select XI,131.0,#WinOrLose,207.25
2019-20,10,THE MIKES TINY PENISES,71.75,Pun on a Footballers Name,120.0
2019-20,10,Team Beige,56.5,UFOE FC,95.25
2019-20,11,#WinOrLose,101.75,UFOE FC,47.5
2019-20,11,AFC Pleasures,99.25,Team Beige,117.25
2019-20,11,Pun on a Footballers Name,71.5,Rainham Steel Select XI,121.5
2019-20,11,THE MIKES TINY PENISES,77.75,Kane and Owl Albion,128.75
2019-20,11,The Cobras,88.5,Kante Kepa Clean Sheet,86.75
2019-20,12,AFC Pleasures,96.5,The Cobras,99.25
2019-20,12,Kante Kepa Clean Sheet,79.5,THE MIKES TINY PENISES,74.0
2019-20,12,Rainham Steel Select XI,107.25,Kane and Owl Albion,86.5
2019-20,12,Team Beige,138.25,#WinOrLose,143.75
2019-20,12,UFOE FC,73.75,Pun on a Footballers Name,83.25
2019-20,13,Kane and Owl Albion,127.25,UFOE FC,118.5
2019-20,13,Pun on a Footballers Name,92.25,#WinOrLose,83.75
2019-20,13,Rainham Steel Select XI,111.75,Kante Kepa Clean Sheet,105.5
2019-20,13,THE MIKES TINY PENISES,87.75,AFC Pleasures,114.75
2019-20,13,The Cobras,115.75,Team Beige,93.0
2019-20,14,#WinOrLose,105.5,Kane and Owl Albion,96.75
2019-20,14,AFC Pleasures,100.5,Rainham Steel Select XI,91.0
2019-20,14,Team Beige,104.0,Pun on a Footballers Name,78.75
2019-20,14,The Cobras,80.5,THE MIKES TINY PENISES,78.0
2019-20,14,UFOE FC,69.5,Kante Kepa Clean Sheet,84.75
2019-20,15,Kane and Owl Albion,65.5,Pun on a Footballers Name,84.0
2019-20,15,Kante Kepa Clean Sheet,125.75,#WinOrLose,99.0
2019-20,15,Rainham Steel Select XI,131.0,The Cobras,115.0
2019-20,15,THE MIKES TINY PENISES,106.75,Team Beige,73.75
2019-20,15,UFOE FC,87.5,AFC Pleasures,78.0
2019-20,16,#WinOrLose,96.5,AFC Pleasures,104.0
2019-20,16,Pun on a Footballers Name,91.25,Kante Kepa Clean Sheet,129.0
2019-20,16,THE MIKES TINY PENISES,68.0,Rainham Steel Select XI,159.0
2019-20,16,Team Beige,73.25,Kane and Owl Albion,101.25
2019-20,16,The Cobras,48.25,UFOE FC,116.25
2019-20,17,#WinOrLose,84.75,The Cobras,98.75
2019-20,17,AFC Pleasures,100.25,Pun on a Footballers Name,55.25
2019-20,17,Kante Kepa Clean Sheet,116.75,Kane and Owl Albion,135.5
2019-20,17,Rainham Steel Select XI,126.0,Team Beige,93.0
2019-20,17,UFOE FC,102.25,THE MIKES TINY PENISES,108.5
2019-20,18,Kane and Owl Albion,68.25,AFC Pleasures,109.75
2019-20,18,Pun on a Footballers Name,79.25,The Cobras,71.5
2019-20,18,Rainham Steel Select XI,63.0,UFOE FC,117.0
2019-20,18,THE MIKES TINY PENISES,83.25,#WinOrLose,73.0
2019-20,18,Team Beige,93.75,Kante Kepa Clean Sheet,63.25
2019-20,19,#WinOrLose,67.25,Rainham Steel Select XI,79.0
2019-20,19,AFC Pleasures,55.75,Kante Kepa Clean Sheet,96.75
2019-20,19,Pun on a Footballers Name,114.0,THE MIKES TINY PENISES,126.5
2019-20,19,The Cobras,94.0,Kane and Owl Albion,130.0
2019-20,19,UFOE FC,57.0,Team Beige,153.5
2019-20,20,Kane and Owl Albion,115.5,THE MIKES TINY PENISES,66.5
2019-20,20,Kante Kepa Clean Sheet,112.25,The Cobras,71.25
2019-20,20,Rainham Steel Select XI,88.75,Pun on a Footballers Name,107.0
2019-20,20,Team Beige,57.75,AFC Pleasures,129.5
2019-20,20,UFOE FC,22.5,#WinOrLose,55.5
2019-20,21,#WinOrLose,52.75,Team Beige,114.75
2019-20,21,Kane and Owl Albion,83.75,Rainham Steel Select XI,139.25
2019-20,21,Pun on a Footballers Name,86.0,UFOE FC,73.0
2019-20,21,THE MIKES TINY PENISES,72.0,Kante Kepa Clean Sheet,99.5
2019-20,21,The Cobras,103.25,AFC Pleasures,95.75
2019-20,22,#WinOrLose,183.0,Pun on a Footballers Name,92.5
2019-20,22,AFC Pleasures,115.25,THE MIKES TINY PENISES,115.75
2019-20,22,Kante Kepa Clean Sheet,109.25,Rainham Steel Select XI,80.0
2019-20,22,Team Beige,55.25,The Cobras,72.75
2019-20,22,UFOE FC,63.75,Kane and Owl Albion,119.0
2019-20,23,Kane and Owl Albion,140.75,#WinOrLose,123.5
2019-20,23,Kante Kepa Clean Sheet,78.25,UFOE FC,63.25
2019-20,23,Pun on a Footballers Name,111.0,Team Beige,101.0
2019-20,23,Rainham Steel Select XI,120.0,AFC Pleasures,81.0
2019-20,23,THE MIKES TINY PENISES,107.25,The Cobras,106.5
2019-20,24,#WinOrLose,95.0,Kante Kepa Clean Sheet,72.5
2019-20,24,AFC Pleasures,106.0,UFOE FC,79.75
2019-20,24,Pun on a Footballers Name,100.0,Kane and Owl Albion,129.5
2019-20,24,Team Beige,169.75,THE MIKES TINY PENISES,104.5
2019-20,24,The Cobras,77.5,Rainham Steel Select XI,149.25
2019-20,25,AFC Pleasures,130.75,#WinOrLose,102.0
2019-20,25,Kane and Owl Albion,110.75,Team Beige,79.75
2019-20,25,Kante Kepa Clean Sheet,95.25,Pun on a Footballers Name,80.5
2019-20,25,Rainham Steel Select XI,144.5,THE MIKES TINY PENISES,125.5
2019-20,25,UFOE FC,0.0,The Cobras,93.75
2019-20,26,Kane and Owl Albion,91.75,Kante Kepa Clean Sheet,116.25
2019-20,26,Pun on a Footballers Name,93.75,AFC Pleasures,157.25
2019-20,26,THE MIKES TINY PENISES,84.25,UFOE FC,70.5
2019-20,26,Team Beige,61.0,Rainham Steel Select XI,103.5
2019-20,26,The Cobras,76.0,#WinOrLose,123.0
2019-20,27,#WinOrLose,100.75,THE MIKES TINY PENISES,153.25
2019-20,27,AFC Pleasures,82.0,Kane and Owl Albion,140.5
2019-20,27,Kante Kepa Clean Sheet,74.75,Team Beige,78.0
2019-20,27,The Cobras,95.25,Pun on a Footballers Name,90.5
2019-20,27,UFOE FC,46.0,Rainham Steel Select XI,134.75
2019-20,28,Kane and Owl Albion,104.5,The Cobras,66.0
2019-20,28,Kante Kepa Clean Sheet,77.75,AFC Pleasures,37.75
2019-20,28,Rainham Steel Select XI,121.5,#WinOrLose,59.5
2019-20,28,THE MIKES TINY PENISES,96.5,Pun on a Footballers Name,81.0
2019-20,28,Team Beige,105.5,UFOE FC,78.25
2019-20,29,#WinOrLose,106.5,UFOE FC,64.75
2019-20,29,AFC Pleasures,67.5,Team Beige,99.5
2019-20,29,Pun on a Footballers Name,82.0,Rainham Steel Select XI,102.0
2019-20,29,THE MIKES TINY PENISES,118.25,Kane and Owl Albion,97.25
2019-20,29,The Cobras,99.0,Kante Kepa Clean Sheet,102.75
2019-20,30,AFC Pleasures,102.5,The Cobras,59.75
2019-20,30,Kante Kepa Clean Sheet,103.25,THE MIKES TINY PENISES,173.25
2019-20,30,Rainham Steel Select XI,89.0,Kane and Owl Albion,93.25
2019-20,30,Team Beige,106.75,#WinOrLose,145.5
2019-20,30,UFOE FC,109.0,Pun on a Footballers Name,100.25
2019-20,31,Kane and Owl Albion,86.75,UFOE FC,64.0
2019-20,31,Pun on a Footballers Name,122.25,#WinOrLose,94.5
2019-20,31,Rainham Steel Select XI,91.75,Kante Kepa Clean Sheet,100.5
2019-20,31,THE MIKES TINY PENISES,71.75,AFC Pleasures,74.0
2019-20,31,The Cobras,141.75,Team Beige,94.75
2019-20,32,#WinOrLose,71.25,Kane and Owl Albion,83.75
2019-20,32,AFC Pleasures,97.25,Rainham Steel Select XI,88.25
2019-20,32,Team Beige,94.5,Pun on a Footballers Name,87.75
2019-20,32,The Cobras,75.25,THE MIKES TINY PENISES,92.5
2019-20,32,UFOE FC,112.75,Kante Kepa Clean Sheet,97.5
2019-20,33,Kane and Owl Albion,99.5,Pun on a Footballers Name,69.75
2019-20,33,Kante Kepa Clean Sheet,108.75,#WinOrLose,131.25
2019-20,33,Rainham Steel Select XI,86.25,The Cobras,79.25
2019-20,33,THE MIKES TINY PENISES,124.75,Team Beige,56.75
2019-20,33,UFOE FC,74.25,AFC Pleasures,78.0
2019-20,34,#WinOrLose,118.5,AFC Pleasures,116.75
2019-20,34,Pun on a Footballers Name,105.75,Kante Kepa Clean Sheet,100.75
2019-20,34,THE MIKES TINY PENISES,111.25,Rainham Steel Select XI,170.5
2019-20,34,Team Beige,75.0,Kane and Owl Albion,84.75
2019-20,34,The Cobras,68.75,UFOE FC,113.0
2019-20,35,#WinOrLose,114.75,The Cobras,118.0
2019-20,35,AFC Pleasures,67.25,Pun on a Footballers Name,49.5
2019-20,35,Kante Kepa Clean Sheet,145.75,Kane and Owl Albion,129.5
2019-20,35,Rainham Steel Select XI,87.75,Team Beige,79.75
2019-20,35,UFOE FC,82.75,THE MIKES TINY PENISES,93.25
2019-20,36,Kane and Owl Albion,115.75,AFC Pleasures,59.75
2019-20,36,Pun on a Footballers Name,62.5,The Cobras,80.75
2019-20,36,Rainham Steel Select XI,106.5,UFOE FC,84.25
2019-20,36,THE MIKES TINY PENISES,74.75,#WinOrLose,60.25
2019-20,36,Team Beige,125.5,Kante Kepa Clean Sheet,104.0
2019-20,37,#WinOrLose,71.25,Rainham Steel Select XI,85.75
2019-20,37,AFC Pleasures,86.25,Kante Kepa Clean Sheet,153.25
2019-20,37,Pun on a Footballers Name,75.25,THE MIKES TINY PENISES,117.25
2019-20,37,The Cobras,83.75,Kane and Owl Albion,119.25
2019-20,37,UFOE FC,104.5,Team Beige,53.5
2019-20,38,Kane and Owl Albion,77.25,THE MIKES TINY PENISES,98.0
2019-20,38,Kante Kepa Clean Sheet,126.5,The Cobras,61.25
2019-20,38,Rainham Steel Select XI,64.75,Pun on a Footballers Name,106.75
2019-20,38,Team Beige,95.5,AFC Pleasures,123.0
2019-20,38,UFOE FC,80.5,#WinOrLose,92.75
2020-21,1,Kane and Owl Albion,114.0,Kante Kepa Clean Sheet,95.0
2020-21,1,Pun on a Footballers Name,111.25,#WinOrLose,83.0
2020-21,1,THE MIKES TINY PENISES,120.5,Team Beige,29.25
2020-21,1,The Cobras,86.0,AFC Pleasures,66.25
2020-21,1,UFOE FC,31.0,Rainham Steel Select XI,145.0
2020-21,2,#WinOrLose,61.0,The Cobras,95.75
2020-21,2,AFC Pleasures,118.25,Rainham Steel Select XI,143.0
2020-21,2,Kante Kepa Clean Sheet,115.75,UFOE FC,42.0
2020-21,2,THE MIKES TINY PENISES,96.0,Kane and Owl Albion,52.5
2020-21,2,Team Beige,67.5,Pun on a Footballers Name,113.25
2020-21,3,AFC Pleasures,103.75,Kante Kepa Clean Sheet,117.0
2020-21,3,Kane and Owl Albion,87.5,Team Beige,77.0
2020-21,3,Rainham Steel Select XI,56.0,#WinOrLose,76.25
2020-21,3,The Cobras,15.0,Pun on a Footballers Name,110.0
2020-21,3,UFOE FC,73.25,THE MIKES TINY PENISES,106.0
2020-21,4,#WinOrLose,105.0,Kante Kepa Clean Sheet,108.5
2020-21,4,Kane and Owl Albion,78.0,UFOE FC,154.25
2020-21,4,Pun on a Footballers Name,104.0,Rainham Steel Select XI,115.0
2020-21,4,THE MIKES TINY PENISES,99.0,AFC Pleasures,101.25
2020-21,4,Team Beige,69.5,The Cobras,32.5
2020-21,5,#WinOrLose,129.25,THE MIKES TINY PENISES,131.5
2020-21,5,AFC Pleasures,79.5,Kane and Owl Albion,57.75
2020-21,5,Kante Kepa Clean Sheet,122.75,Pun on a Footballers Name,106.5
2020-21,5,Rainham Steel Select XI,118.75,The Cobras,89.25
2020-21,5,UFOE FC,111.0,Team Beige,82.25
2020-21,6,Kane and Owl Albion,65.75,#WinOrLose,56.5
2020-21,6,Pun on a Footballers Name,91.25,THE MIKES TINY PENISES,64.25
2020-21,6,Team Beige,68.25,Rainham Steel Select XI,91.0
2020-21,6,The Cobras,64.5,Kante Kepa Clean Sheet,118.0
2020-21,6,UFOE FC,73.25,AFC Pleasures,73.75
2020-21,7,#WinOrLose,73.0,UFOE FC,90.5
2020-21,7,AFC Pleasures,164.0,Team Beige,44.75
2020-21,7,Kante Kepa Clean Sheet,129.5,Rainham Steel Select XI,57.0
2020-21,7,Pun on a Footballers Name,106.0,Kane and Owl Albion,60.75
2020-21,7,THE MIKES TINY PENISES,117.25,The Cobras,82.0
2020-21,8,AFC Pleasures,86.75,#WinOrLose,122.75
2020-21,8,Rainham Steel Select XI,70.5,THE MIKES TINY PENISES,108.5
2020-21,8,Team Beige,105.0,Kante Kepa Clean Sheet,97.0
2020-21,8,The Cobras,96.5,Kane and Owl Albion,80.5
2020-21,8,UFOE FC,97.75,Pun on a Footballers Name,91.75
2020-21,9,#WinOrLose,72.25,Team Beige,91.5
2020-21,9,Kane and Owl Albion,71.75,Rainham Steel Select XI,95.75
2020-21,9,Pun on a Footballers Name,129.75,AFC Pleasures,137.75
2020-21,9,THE MIKES TINY PENISES,124.25,Kante Kepa Clean Sheet,68.5
2020-21,9,The Cobras,98.25,UFOE FC,99.25
2020-21,10,#WinOrLose,70.75,Pun on a Footballers Name,113.5
2020-21,10,AFC Pleasures,84.5,The Cobras,49.25
2020-21,10,Kante Kepa Clean Sheet,80.75,Kane and Owl Albion,86.5
2020-21,10,Rainham Steel Select XI,95.0,UFOE FC,107.5
2020-21,10,Team Beige,88.75,THE MIKES TINY PENISES,55.25
2020-21,11,Kane and Owl Albion,111.0,THE MIKES TINY PENISES,130.0
2020-21,11,Pun on a Footballers Name,75.0,Team Beige,51.5
2020-21,11,Rainham Steel Select XI,139.75,AFC Pleasures,133.75
2020-21,11,The Cobras,76.25,#WinOrLose,60.5
2020-21,11,UFOE FC,81.5,Kante Kepa Clean Sheet,77.5
